iter	Passed	Remaining
632	4558	2643
633	4568	2637
634	4573	2628
635	4579	2621
636	4585	2612
637	4592	2605
638	4599	2598
639	4604	2590
640	4609	2581
641	4617	2574
642	4622	2566
643	4629	2559
644	4635	2551
645	4643	2544
646	4648	2536
647	4654	2528
648	4664	2522
649	4670	2515
650	4676	2507
651	4682	2499
652	4692	2493
653	4699	2486
654	4707	2479
655	4724	2477
656	4732	2470
657	4744	2466
658	4755	2460
659	4766	2455
660	4774	2448
661	4782	2441
662	4793	2436
663	4800	2429
664	4812	2424
665	4821	2417
666	4833	2413
667	4840	2405
668	4846	2397
669	4853	2390
670	4860	2383
671	4867	2375
672	4872	2367
673	4880	2360
674	4886	2352
675	4892	2344
676	4897	2336
677	4908	2330
678	4914	2323
679	4921	2316
680	4929	2309
681	4935	2301
682	4940	2293
683	4945	2284
684	4954	2278
685	4960	2270
686	4965	2262
687	4970	2253
688	4978	2247
689	4984	2239
690	4989	2231
691	4994	2222
692	5002	2215
693	5007	2207
694	5013	2199
695	5017	2191
696	5025	2184
697	5032	2177
698	5037	2169
699	5042	2160
700	5049	2153
701	5055	2146
702	5061	2138
703	5067	2130
704	5075	2123
705	5081	2115
706	5086	2107
707	5092	2100
708	5101	2093
709	5107	2086
710	5112	2077
711	5120	2071
712	5126	2063
713	5131	2055
714	5137	2047
715	5144	2040
716	5149	2032
717	5155	2024
718	5161	2017
719	5169	2010
720	5175	2002
721	5180	1994
722	5186	1987
723	5194	1980
724	5199	1972
725	5205	1964
726	5210	1956
727	5220	1950
728	5226	1942
729	5231	1934
730	5236	1927
731	5246	1920
732	5251	1912
733	5258	1905
734	5265	1898
735	5271	1890
736	5277	1883
737	5282	1875
738	5290	1868
739	5295	1860
740	5301	1852
741	5307	1845
742	5316	1838
743	5321	1831
744	5326	1823
745	5332	1815
746	5342	1809
747	5348	1801
748	5353	1794
749	5362	1787
750	5368	1779
751	5373	1772
752	5379	1764
753	5386	1757
754	5391	1749
755	5397	1741
756	5402	1734
757	5410	1727
758	5416	1719
759	5421	1712
760	5427	1704
761	5437	1698
762	5442	1690
763	5448	1683
764	5457	1676
765	5463	1668
766	5468	1661
767	5473	1653
768	5481	1646
769	5488	1639
770	5493	1631
771	5498	1623
772	5506	1616
773	5511	1609
774	5516	1601
775	5522	1594
776	5530	1587
777	5536	1579
778	5542	1572
779	5547	1564
780	5555	1557
781	5562	1550
782	5569	1543
783	5577	1536
784	5584	1529
785	5590	1522
786	5596	1514
787	5604	1507
788	5609	1500
789	5615	1492
790	5621	1485
791	5629	1478
792	5635	1471
793	5641	1463
794	5647	1456
795	5655	1449
796	5660	1441
797	5666	1434
798	5671	1426
799	5679	1419
800	5684	1412
801	5690	1404
802	5700	1398
803	5706	1391
804	5713	1384
805	5720	1376
806	5725	1369
807	5731	1361
808	5737	1354
809	5744	1347
810	5751	1340
811	5756	1332
812	5762	1325
813	5769	1318
814	5775	1311
815	5781	1303
816	5786	1296
817	5794	1289
818	5799	1281
819	5806	1274
820	5812	1267
821	5823	1260
822	5829	1253
823	5836	1246
824	5853	1241
825	5861	1234
826	5872	1228
827	5880	1221
828	5890	1215
829	5898	1208
830	5905	1201
831	5917	1194
832	5923	1187
833	5932	1180
834	5947	1175
835	5953	1167
836	5963	1161
837	5970	1154
838	5978	1147
839	5987	1140
840	5994	1133
841	6000	1126
842	6007	1118
843	6015	1111
844	6020	1104
845	6026	1096
846	6030	1089
847	6038	1082
848	6043	1074
849	6048	1067
850	6053	1059
851	6062	1053
852	6069	1045
853	6074	1038
854	6079	1030
855	6087	1024
856	6093	1016
857	6099	1009
858	6108	1002
859	6117	995
860	6122	988
861	6128	981
862	6137	974
863	6142	966
864	6147	959
865	6153	952
866	6161	945
867	6166	937
868	6172	930
869	6177	923
870	6186	916
871	6191	908
872	6197	901
873	6206	894
874	6212	887
875	6217	880
876	6223	872
877	6231	865
878	6237	858
879	6243	851
880	6248	844
881	6257	837
882	6263	829
883	6269	822
884	6274	815
885	6281	808
886	6286	800
887	6292	793
888	6300	786
889	6306	779
890	6311	772
891	6317	764
892	6325	757
893	6331	750
894	6336	743
895	6342	736
896	6351	729
897	6357	722
898	6363	714
899	6368	707
900	6376	700
901	6381	693
902	6386	686
903	6392	678
904	6399	671
905	6404	664
906	6410	657
907	6415	650
908	6424	643
909	6429	635
910	6435	628
911	6441	621
912	6450	614
913	6455	607
914	6461	600
915	6469	593
916	6475	586
917	6481	578
918	6486	571
919	6495	564
920	6501	557
921	6509	550
922	6514	543
923	6522	536
924	6528	529
925	6533	522
926	6541	515
927	6547	507
928	6552	500
929	6558	493
930	6566	486
931	6573	479
932	6578	472
933	6583	465
934	6591	458
935	6597	451
936	6602	443
937	6608	436
938	6616	429
939	6622	422
940	6627	415
941	6633	408
942	6641	401
943	6647	394
944	6652	387
945	6657	380
946	6668	373
947	6674	366
948	6680	359
949	6688	352
950	6693	344
951	6699	337
952	6704	330
953	6712	323
954	6717	316
955	6723	309
956	6729	302
957	6737	295
958	6742	288
959	6748	281
960	6753	274
961	6762	267
962	6768	260
963	6773	252
964	6778	245
965	6788	238
966	6794	231
967	6800	224
968	6808	217
969	6813	210
970	6819	203
971	6824	196
972	6832	189
973	6837	182
974	6843	175
975	6848	168
976	6856	161
977	6862	154
978	6867	147
979	6872	140
980	6881	133
981	6886	126
982	6893	119
983	6899	112
984	6909	105
985	6914	98
986	6920	91
987	6928	84
988	6934	77
989	6939	70
990	6944	63
991	6952	56
992	6958	49
993	6964	42
994	6970	35
995	6981	28
996	6990	21
997	7002	14
998	7008	7
999	7016	0
